Frames,Class
_UCF11_basketball_v_shooting_13_v_shooting_13_01_0.png|_UCF11_basketball_v_shooting_13_v_shooting_13_01_1.png|_UCF11_basketball_v_shooting_13_v_shooting_13_01_2.png|_UCF11_basketball_v_shooting_13_v_shooting_13_01_3.png|_UCF11_basketball_v_shooting_13_v_shooting_13_01_4.png|_UCF11_basketball_v_shooting_13_v_shooting_13_01_5.png|_UCF11_basketball_v_shooting_13_v_shooting_13_01_6.png|_UCF11_basketball_v_shooting_13_v_shooting_13_01_7.png|_UCF11_basketball_v_shooting_13_v_shooting_13_01_8.png|_UCF11_basketball_v_shooting_13_v_shooting_13_01_9.png|_UCF11_basketball_v_shooting_13_v_shooting_13_01_10.png|_UCF11_basketball_v_shooting_13_v_shooting_13_01_11.png|_UCF11_basketball_v_shooting_13_v_shooting_13_01_12.png|_UCF11_basketball_v_shooting_13_v_shooting_13_01_13.png|_UCF11_basketball_v_shooting_13_v_shooting_13_01_14.png|_UCF11_basketball_v_shooting_13_v_shooting_13_01_15.png|_UCF11_basketball_v_shooting_13_v_shooting_13_01_16.png|_UCF11_basketball_v_shooting_13_v_shooting_13_01_17.png|_UCF11_basketball_v_shooting_13_v_shooting_13_01_18.png|_UCF11_basketball_v_shooting_13_v_shooting_13_01_19.png|_UCF11_basketball_v_shooting_13_v_shooting_13_01_20.png|_UCF11_basketball_v_shooting_13_v_shooting_13_01_21.png|_UCF11_basketball_v_shooting_13_v_shooting_13_01_22.png|_UCF11_basketball_v_shooting_13_v_shooting_13_01_23.png|_UCF11_basketball_v_shooting_13_v_shooting_13_01_24.png|_UCF11_basketball_v_shooting_13_v_shooting_13_01_25.png|_UCF11_basketball_v_shooting_13_v_shooting_13_01_26.png|_UCF11_basketball_v_shooting_13_v_shooting_13_01_27.png|_UCF11_basketball_v_shooting_13_v_shooting_13_01_28.png|_UCF11_basketball_v_shooting_13_v_shooting_13_01_29.png|_UCF11_basketball_v_shooting_13_v_shooting_13_01_30.png|_UCF11_basketball_v_shooting_13_v_shooting_13_01_31.png|_UCF11_basketball_v_shooting_13_v_shooting_13_01_32.png|_UCF11_basketball_v_shooting_13_v_shooting_13_01_33.png|_UCF11_basketball_v_shooting_13_v_shooting_13_01_34.png|_UCF11_basketball_v_shooting_13_v_shooting_13_01_35.png|_UCF11_basketball_v_shooting_13_v_shooting_13_01_36.png|_UCF11_basketball_v_shooting_13_v_shooting_13_01_37.png|_UCF11_basketball_v_shooting_13_v_shooting_13_01_38.png|_UCF11_basketball_v_shooting_13_v_shooting_13_01_39.png|_UCF11_basketball_v_shooting_13_v_shooting_13_01_40.png|_UCF11_basketball_v_shooting_13_v_shooting_13_01_41.png|_UCF11_basketball_v_shooting_13_v_shooting_13_01_42.png|_UCF11_basketball_v_shooting_13_v_shooting_13_01_43.png|_UCF11_basketball_v_shooting_13_v_shooting_13_01_44.png|_UCF11_basketball_v_shooting_13_v_shooting_13_01_45.png|_UCF11_basketball_v_shooting_13_v_shooting_13_01_46.png|_UCF11_basketball_v_shooting_13_v_shooting_13_01_47.png|_UCF11_basketball_v_shooting_13_v_shooting_13_01_48.png|_UCF11_basketball_v_shooting_13_v_shooting_13_01_49.png|_UCF11_basketball_v_shooting_13_v_shooting_13_01_50.png|_UCF11_basketball_v_shooting_13_v_shooting_13_01_51.png|_UCF11_basketball_v_shooting_13_v_shooting_13_01_52.png|_UCF11_basketball_v_shooting_13_v_shooting_13_01_53.png|_UCF11_basketball_v_shooting_13_v_shooting_13_01_54.png|_UCF11_basketball_v_shooting_13_v_shooting_13_01_55.png|_UCF11_basketball_v_shooting_13_v_shooting_13_01_56.png|_UCF11_basketball_v_shooting_13_v_shooting_13_01_57.png|_UCF11_basketball_v_shooting_13_v_shooting_13_01_58.png|_UCF11_basketball_v_shooting_13_v_shooting_13_01_59.png|_UCF11_basketball_v_shooting_13_v_shooting_13_01_60.png|_UCF11_basketball_v_shooting_13_v_shooting_13_01_61.png|_UCF11_basketball_v_shooting_13_v_shooting_13_01_62.png|,basketball
_UCF11_basketball_v_shooting_16_v_shooting_16_01_0.png|_UCF11_basketball_v_shooting_16_v_shooting_16_01_1.png|_UCF11_basketball_v_shooting_16_v_shooting_16_01_2.png|_UCF11_basketball_v_shooting_16_v_shooting_16_01_3.png|_UCF11_basketball_v_shooting_16_v_shooting_16_01_4.png|_UCF11_basketball_v_shooting_16_v_shooting_16_01_5.png|_UCF11_basketball_v_shooting_16_v_shooting_16_01_6.png|_UCF11_basketball_v_shooting_16_v_shooting_16_01_7.png|_UCF11_basketball_v_shooting_16_v_shooting_16_01_8.png|_UCF11_basketball_v_shooting_16_v_shooting_16_01_9.png|_UCF11_basketball_v_shooting_16_v_shooting_16_01_10.png|_UCF11_basketball_v_shooting_16_v_shooting_16_01_11.png|_UCF11_basketball_v_shooting_16_v_shooting_16_01_12.png|_UCF11_basketball_v_shooting_16_v_shooting_16_01_13.png|_UCF11_basketball_v_shooting_16_v_shooting_16_01_14.png|_UCF11_basketball_v_shooting_16_v_shooting_16_01_15.png|_UCF11_basketball_v_shooting_16_v_shooting_16_01_16.png|_UCF11_basketball_v_shooting_16_v_shooting_16_01_17.png|_UCF11_basketball_v_shooting_16_v_shooting_16_01_18.png|_UCF11_basketball_v_shooting_16_v_shooting_16_01_19.png|_UCF11_basketball_v_shooting_16_v_shooting_16_01_20.png|_UCF11_basketball_v_shooting_16_v_shooting_16_01_21.png|_UCF11_basketball_v_shooting_16_v_shooting_16_01_22.png|_UCF11_basketball_v_shooting_16_v_shooting_16_01_23.png|_UCF11_basketball_v_shooting_16_v_shooting_16_01_24.png|_UCF11_basketball_v_shooting_16_v_shooting_16_01_25.png|_UCF11_basketball_v_shooting_16_v_shooting_16_01_26.png|_UCF11_basketball_v_shooting_16_v_shooting_16_01_27.png|_UCF11_basketball_v_shooting_16_v_shooting_16_01_28.png|_UCF11_basketball_v_shooting_16_v_shooting_16_01_29.png|_UCF11_basketball_v_shooting_16_v_shooting_16_01_30.png|_UCF11_basketball_v_shooting_16_v_shooting_16_01_31.png|_UCF11_basketball_v_shooting_16_v_shooting_16_01_32.png|_UCF11_basketball_v_shooting_16_v_shooting_16_01_33.png|_UCF11_basketball_v_shooting_16_v_shooting_16_01_34.png|_UCF11_basketball_v_shooting_16_v_shooting_16_01_35.png|_UCF11_basketball_v_shooting_16_v_shooting_16_01_36.png|_UCF11_basketball_v_shooting_16_v_shooting_16_01_37.png|_UCF11_basketball_v_shooting_16_v_shooting_16_01_38.png|_UCF11_basketball_v_shooting_16_v_shooting_16_01_39.png|_UCF11_basketball_v_shooting_16_v_shooting_16_01_40.png|_UCF11_basketball_v_shooting_16_v_shooting_16_01_41.png|_UCF11_basketball_v_shooting_16_v_shooting_16_01_42.png|_UCF11_basketball_v_shooting_16_v_shooting_16_01_43.png|_UCF11_basketball_v_shooting_16_v_shooting_16_01_44.png|_UCF11_basketball_v_shooting_16_v_shooting_16_01_45.png|_UCF11_basketball_v_shooting_16_v_shooting_16_01_46.png|_UCF11_basketball_v_shooting_16_v_shooting_16_01_47.png|_UCF11_basketball_v_shooting_16_v_shooting_16_01_48.png|_UCF11_basketball_v_shooting_16_v_shooting_16_01_49.png|_UCF11_basketball_v_shooting_16_v_shooting_16_01_50.png|_UCF11_basketball_v_shooting_16_v_shooting_16_01_51.png|_UCF11_basketball_v_shooting_16_v_shooting_16_01_52.png|_UCF11_basketball_v_shooting_16_v_shooting_16_01_53.png|_UCF11_basketball_v_shooting_16_v_shooting_16_01_54.png|_UCF11_basketball_v_shooting_16_v_shooting_16_01_55.png|_UCF11_basketball_v_shooting_16_v_shooting_16_01_56.png|_UCF11_basketball_v_shooting_16_v_shooting_16_01_57.png|_UCF11_basketball_v_shooting_16_v_shooting_16_01_58.png|_UCF11_basketball_v_shooting_16_v_shooting_16_01_59.png|_UCF11_basketball_v_shooting_16_v_shooting_16_01_60.png|_UCF11_basketball_v_shooting_16_v_shooting_16_01_61.png|_UCF11_basketball_v_shooting_16_v_shooting_16_01_62.png|_UCF11_basketball_v_shooting_16_v_shooting_16_01_63.png|_UCF11_basketball_v_shooting_16_v_shooting_16_01_64.png|_UCF11_basketball_v_shooting_16_v_shooting_16_01_65.png|_UCF11_basketball_v_shooting_16_v_shooting_16_01_66.png|_UCF11_basketball_v_shooting_16_v_shooting_16_01_67.png|_UCF11_basketball_v_shooting_16_v_shooting_16_01_68.png|_UCF11_basketball_v_shooting_16_v_shooting_16_01_69.png|_UCF11_basketball_v_shooting_16_v_shooting_16_01_70.png|_UCF11_basketball_v_shooting_16_v_shooting_16_01_71.png|_UCF11_basketball_v_shooting_16_v_shooting_16_01_72.png|_UCF11_basketball_v_shooting_16_v_shooting_16_01_73.png|_UCF11_basketball_v_shooting_16_v_shooting_16_01_74.png|_UCF11_basketball_v_shooting_16_v_shooting_16_01_75.png|_UCF11_basketball_v_shooting_16_v_shooting_16_01_76.png|_UCF11_basketball_v_shooting_16_v_shooting_16_01_77.png|_UCF11_basketball_v_shooting_16_v_shooting_16_01_78.png|_UCF11_basketball_v_shooting_16_v_shooting_16_01_79.png|_UCF11_basketball_v_shooting_16_v_shooting_16_01_80.png|_UCF11_basketball_v_shooting_16_v_shooting_16_01_81.png|_UCF11_basketball_v_shooting_16_v_shooting_16_01_82.png|_UCF11_basketball_v_shooting_16_v_shooting_16_01_83.png|_UCF11_basketball_v_shooting_16_v_shooting_16_01_84.png|_UCF11_basketball_v_shooting_16_v_shooting_16_01_85.png|_UCF11_basketball_v_shooting_16_v_shooting_16_01_86.png|_UCF11_basketball_v_shooting_16_v_shooting_16_01_87.png|_UCF11_basketball_v_shooting_16_v_shooting_16_01_88.png|_UCF11_basketball_v_shooting_16_v_shooting_16_01_89.png|_UCF11_basketball_v_shooting_16_v_shooting_16_01_90.png|_UCF11_basketball_v_shooting_16_v_shooting_16_01_91.png|_UCF11_basketball_v_shooting_16_v_shooting_16_01_92.png|_UCF11_basketball_v_shooting_16_v_shooting_16_01_93.png|,basketball
_UCF11_basketball_v_shooting_03_v_shooting_03_01_0.png|_UCF11_basketball_v_shooting_03_v_shooting_03_01_1.png|_UCF11_basketball_v_shooting_03_v_shooting_03_01_2.png|_UCF11_basketball_v_shooting_03_v_shooting_03_01_3.png|_UCF11_basketball_v_shooting_03_v_shooting_03_01_4.png|_UCF11_basketball_v_shooting_03_v_shooting_03_01_5.png|_UCF11_basketball_v_shooting_03_v_shooting_03_01_6.png|_UCF11_basketball_v_shooting_03_v_shooting_03_01_7.png|_UCF11_basketball_v_shooting_03_v_shooting_03_01_8.png|_UCF11_basketball_v_shooting_03_v_shooting_03_01_9.png|_UCF11_basketball_v_shooting_03_v_shooting_03_01_10.png|_UCF11_basketball_v_shooting_03_v_shooting_03_01_11.png|_UCF11_basketball_v_shooting_03_v_shooting_03_01_12.png|_UCF11_basketball_v_shooting_03_v_shooting_03_01_13.png|_UCF11_basketball_v_shooting_03_v_shooting_03_01_14.png|_UCF11_basketball_v_shooting_03_v_shooting_03_01_15.png|,basketball
_UCF11_basketball_v_shooting_11_v_shooting_11_01_0.png|_UCF11_basketball_v_shooting_11_v_shooting_11_01_1.png|_UCF11_basketball_v_shooting_11_v_shooting_11_01_2.png|_UCF11_basketball_v_shooting_11_v_shooting_11_01_3.png|_UCF11_basketball_v_shooting_11_v_shooting_11_01_4.png|_UCF11_basketball_v_shooting_11_v_shooting_11_01_5.png|_UCF11_basketball_v_shooting_11_v_shooting_11_01_6.png|_UCF11_basketball_v_shooting_11_v_shooting_11_01_7.png|_UCF11_basketball_v_shooting_11_v_shooting_11_01_8.png|_UCF11_basketball_v_shooting_11_v_shooting_11_01_9.png|_UCF11_basketball_v_shooting_11_v_shooting_11_01_10.png|_UCF11_basketball_v_shooting_11_v_shooting_11_01_11.png|_UCF11_basketball_v_shooting_11_v_shooting_11_01_12.png|_UCF11_basketball_v_shooting_11_v_shooting_11_01_13.png|_UCF11_basketball_v_shooting_11_v_shooting_11_01_14.png|,basketball
_UCF11_basketball_v_shooting_22_v_shooting_22_01_0.png|_UCF11_basketball_v_shooting_22_v_shooting_22_01_1.png|_UCF11_basketball_v_shooting_22_v_shooting_22_01_2.png|_UCF11_basketball_v_shooting_22_v_shooting_22_01_3.png|_UCF11_basketball_v_shooting_22_v_shooting_22_01_4.png|_UCF11_basketball_v_shooting_22_v_shooting_22_01_5.png|_UCF11_basketball_v_shooting_22_v_shooting_22_01_6.png|_UCF11_basketball_v_shooting_22_v_shooting_22_01_7.png|_UCF11_basketball_v_shooting_22_v_shooting_22_01_8.png|_UCF11_basketball_v_shooting_22_v_shooting_22_01_9.png|_UCF11_basketball_v_shooting_22_v_shooting_22_01_10.png|_UCF11_basketball_v_shooting_22_v_shooting_22_01_11.png|_UCF11_basketball_v_shooting_22_v_shooting_22_01_12.png|_UCF11_basketball_v_shooting_22_v_shooting_22_01_13.png|_UCF11_basketball_v_shooting_22_v_shooting_22_01_14.png|_UCF11_basketball_v_shooting_22_v_shooting_22_01_15.png|_UCF11_basketball_v_shooting_22_v_shooting_22_01_16.png|_UCF11_basketball_v_shooting_22_v_shooting_22_01_17.png|_UCF11_basketball_v_shooting_22_v_shooting_22_01_18.png|_UCF11_basketball_v_shooting_22_v_shooting_22_01_19.png|,basketball
_UCF11_basketball_v_shooting_08_v_shooting_08_01_0.png|_UCF11_basketball_v_shooting_08_v_shooting_08_01_1.png|_UCF11_basketball_v_shooting_08_v_shooting_08_01_2.png|_UCF11_basketball_v_shooting_08_v_shooting_08_01_3.png|_UCF11_basketball_v_shooting_08_v_shooting_08_01_4.png|_UCF11_basketball_v_shooting_08_v_shooting_08_01_5.png|_UCF11_basketball_v_shooting_08_v_shooting_08_01_6.png|_UCF11_basketball_v_shooting_08_v_shooting_08_01_7.png|_UCF11_basketball_v_shooting_08_v_shooting_08_01_8.png|_UCF11_basketball_v_shooting_08_v_shooting_08_01_9.png|_UCF11_basketball_v_shooting_08_v_shooting_08_01_10.png|_UCF11_basketball_v_shooting_08_v_shooting_08_01_11.png|_UCF11_basketball_v_shooting_08_v_shooting_08_01_12.png|_UCF11_basketball_v_shooting_08_v_shooting_08_01_13.png|_UCF11_basketball_v_shooting_08_v_shooting_08_01_14.png|_UCF11_basketball_v_shooting_08_v_shooting_08_01_15.png|_UCF11_basketball_v_shooting_08_v_shooting_08_01_16.png|_UCF11_basketball_v_shooting_08_v_shooting_08_01_17.png|_UCF11_basketball_v_shooting_08_v_shooting_08_01_18.png|_UCF11_basketball_v_shooting_08_v_shooting_08_01_19.png|,basketball
_UCF11_basketball_v_shooting_02_v_shooting_02_01_0.png|_UCF11_basketball_v_shooting_02_v_shooting_02_01_1.png|_UCF11_basketball_v_shooting_02_v_shooting_02_01_2.png|_UCF11_basketball_v_shooting_02_v_shooting_02_01_3.png|_UCF11_basketball_v_shooting_02_v_shooting_02_01_4.png|_UCF11_basketball_v_shooting_02_v_shooting_02_01_5.png|_UCF11_basketball_v_shooting_02_v_shooting_02_01_6.png|_UCF11_basketball_v_shooting_02_v_shooting_02_01_7.png|_UCF11_basketball_v_shooting_02_v_shooting_02_01_8.png|_UCF11_basketball_v_shooting_02_v_shooting_02_01_9.png|_UCF11_basketball_v_shooting_02_v_shooting_02_01_10.png|_UCF11_basketball_v_shooting_02_v_shooting_02_01_11.png|_UCF11_basketball_v_shooting_02_v_shooting_02_01_12.png|_UCF11_basketball_v_shooting_02_v_shooting_02_01_13.png|_UCF11_basketball_v_shooting_02_v_shooting_02_01_14.png|_UCF11_basketball_v_shooting_02_v_shooting_02_01_15.png|_UCF11_basketball_v_shooting_02_v_shooting_02_01_16.png|_UCF11_basketball_v_shooting_02_v_shooting_02_01_17.png|_UCF11_basketball_v_shooting_02_v_shooting_02_01_18.png|_UCF11_basketball_v_shooting_02_v_shooting_02_01_19.png|_UCF11_basketball_v_shooting_02_v_shooting_02_01_20.png|_UCF11_basketball_v_shooting_02_v_shooting_02_01_21.png|,basketball
_UCF11_basketball_v_shooting_01_v_shooting_01_01_0.png|_UCF11_basketball_v_shooting_01_v_shooting_01_01_1.png|_UCF11_basketball_v_shooting_01_v_shooting_01_01_2.png|_UCF11_basketball_v_shooting_01_v_shooting_01_01_3.png|_UCF11_basketball_v_shooting_01_v_shooting_01_01_4.png|_UCF11_basketball_v_shooting_01_v_shooting_01_01_5.png|_UCF11_basketball_v_shooting_01_v_shooting_01_01_6.png|_UCF11_basketball_v_shooting_01_v_shooting_01_01_7.png|_UCF11_basketball_v_shooting_01_v_shooting_01_01_8.png|_UCF11_basketball_v_shooting_01_v_shooting_01_01_9.png|_UCF11_basketball_v_shooting_01_v_shooting_01_01_10.png|_UCF11_basketball_v_shooting_01_v_shooting_01_01_11.png|_UCF11_basketball_v_shooting_01_v_shooting_01_01_12.png|_UCF11_basketball_v_shooting_01_v_shooting_01_01_13.png|_UCF11_basketball_v_shooting_01_v_shooting_01_01_14.png|_UCF11_basketball_v_shooting_01_v_shooting_01_01_15.png|_UCF11_basketball_v_shooting_01_v_shooting_01_01_16.png|_UCF11_basketball_v_shooting_01_v_shooting_01_01_17.png|_UCF11_basketball_v_shooting_01_v_shooting_01_01_18.png|_UCF11_basketball_v_shooting_01_v_shooting_01_01_19.png|_UCF11_basketball_v_shooting_01_v_shooting_01_01_20.png|,basketball
_UCF11_basketball_v_shooting_17_v_shooting_17_01_0.png|_UCF11_basketball_v_shooting_17_v_shooting_17_01_1.png|_UCF11_basketball_v_shooting_17_v_shooting_17_01_2.png|_UCF11_basketball_v_shooting_17_v_shooting_17_01_3.png|_UCF11_basketball_v_shooting_17_v_shooting_17_01_4.png|_UCF11_basketball_v_shooting_17_v_shooting_17_01_5.png|_UCF11_basketball_v_shooting_17_v_shooting_17_01_6.png|_UCF11_basketball_v_shooting_17_v_shooting_17_01_7.png|_UCF11_basketball_v_shooting_17_v_shooting_17_01_8.png|_UCF11_basketball_v_shooting_17_v_shooting_17_01_9.png|_UCF11_basketball_v_shooting_17_v_shooting_17_01_10.png|_UCF11_basketball_v_shooting_17_v_shooting_17_01_11.png|_UCF11_basketball_v_shooting_17_v_shooting_17_01_12.png|_UCF11_basketball_v_shooting_17_v_shooting_17_01_13.png|_UCF11_basketball_v_shooting_17_v_shooting_17_01_14.png|_UCF11_basketball_v_shooting_17_v_shooting_17_01_15.png|_UCF11_basketball_v_shooting_17_v_shooting_17_01_16.png|_UCF11_basketball_v_shooting_17_v_shooting_17_01_17.png|_UCF11_basketball_v_shooting_17_v_shooting_17_01_18.png|_UCF11_basketball_v_shooting_17_v_shooting_17_01_19.png|_UCF11_basketball_v_shooting_17_v_shooting_17_01_20.png|_UCF11_basketball_v_shooting_17_v_shooting_17_01_21.png|_UCF11_basketball_v_shooting_17_v_shooting_17_01_22.png|_UCF11_basketball_v_shooting_17_v_shooting_17_01_23.png|_UCF11_basketball_v_shooting_17_v_shooting_17_01_24.png|_UCF11_basketball_v_shooting_17_v_shooting_17_01_25.png|_UCF11_basketball_v_shooting_17_v_shooting_17_01_26.png|_UCF11_basketball_v_shooting_17_v_shooting_17_01_27.png|_UCF11_basketball_v_shooting_17_v_shooting_17_01_28.png|_UCF11_basketball_v_shooting_17_v_shooting_17_01_29.png|_UCF11_basketball_v_shooting_17_v_shooting_17_01_30.png|_UCF11_basketball_v_shooting_17_v_shooting_17_01_31.png|_UCF11_basketball_v_shooting_17_v_shooting_17_01_32.png|_UCF11_basketball_v_shooting_17_v_shooting_17_01_33.png|_UCF11_basketball_v_shooting_17_v_shooting_17_01_34.png|_UCF11_basketball_v_shooting_17_v_shooting_17_01_35.png|_UCF11_basketball_v_shooting_17_v_shooting_17_01_36.png|_UCF11_basketball_v_shooting_17_v_shooting_17_01_37.png|_UCF11_basketball_v_shooting_17_v_shooting_17_01_38.png|_UCF11_basketball_v_shooting_17_v_shooting_17_01_39.png|_UCF11_basketball_v_shooting_17_v_shooting_17_01_40.png|_UCF11_basketball_v_shooting_17_v_shooting_17_01_41.png|,basketball
_UCF11_basketball_v_shooting_09_v_shooting_09_01_0.png|_UCF11_basketball_v_shooting_09_v_shooting_09_01_1.png|_UCF11_basketball_v_shooting_09_v_shooting_09_01_2.png|_UCF11_basketball_v_shooting_09_v_shooting_09_01_3.png|_UCF11_basketball_v_shooting_09_v_shooting_09_01_4.png|_UCF11_basketball_v_shooting_09_v_shooting_09_01_5.png|_UCF11_basketball_v_shooting_09_v_shooting_09_01_6.png|_UCF11_basketball_v_shooting_09_v_shooting_09_01_7.png|_UCF11_basketball_v_shooting_09_v_shooting_09_01_8.png|_UCF11_basketball_v_shooting_09_v_shooting_09_01_9.png|_UCF11_basketball_v_shooting_09_v_shooting_09_01_10.png|_UCF11_basketball_v_shooting_09_v_shooting_09_01_11.png|_UCF11_basketball_v_shooting_09_v_shooting_09_01_12.png|_UCF11_basketball_v_shooting_09_v_shooting_09_01_13.png|_UCF11_basketball_v_shooting_09_v_shooting_09_01_14.png|_UCF11_basketball_v_shooting_09_v_shooting_09_01_15.png|_UCF11_basketball_v_shooting_09_v_shooting_09_01_16.png|_UCF11_basketball_v_shooting_09_v_shooting_09_01_17.png|_UCF11_basketball_v_shooting_09_v_shooting_09_01_18.png|_UCF11_basketball_v_shooting_09_v_shooting_09_01_19.png|,basketball
_UCF11_basketball_v_shooting_07_v_shooting_07_01_0.png|_UCF11_basketball_v_shooting_07_v_shooting_07_01_1.png|_UCF11_basketball_v_shooting_07_v_shooting_07_01_2.png|_UCF11_basketball_v_shooting_07_v_shooting_07_01_3.png|_UCF11_basketball_v_shooting_07_v_shooting_07_01_4.png|_UCF11_basketball_v_shooting_07_v_shooting_07_01_5.png|_UCF11_basketball_v_shooting_07_v_shooting_07_01_6.png|_UCF11_basketball_v_shooting_07_v_shooting_07_01_7.png|_UCF11_basketball_v_shooting_07_v_shooting_07_01_8.png|_UCF11_basketball_v_shooting_07_v_shooting_07_01_9.png|_UCF11_basketball_v_shooting_07_v_shooting_07_01_10.png|_UCF11_basketball_v_shooting_07_v_shooting_07_01_11.png|_UCF11_basketball_v_shooting_07_v_shooting_07_01_12.png|_UCF11_basketball_v_shooting_07_v_shooting_07_01_13.png|_UCF11_basketball_v_shooting_07_v_shooting_07_01_14.png|_UCF11_basketball_v_shooting_07_v_shooting_07_01_15.png|_UCF11_basketball_v_shooting_07_v_shooting_07_01_16.png|_UCF11_basketball_v_shooting_07_v_shooting_07_01_17.png|_UCF11_basketball_v_shooting_07_v_shooting_07_01_18.png|_UCF11_basketball_v_shooting_07_v_shooting_07_01_19.png|_UCF11_basketball_v_shooting_07_v_shooting_07_01_20.png|_UCF11_basketball_v_shooting_07_v_shooting_07_01_21.png|_UCF11_basketball_v_shooting_07_v_shooting_07_01_22.png|_UCF11_basketball_v_shooting_07_v_shooting_07_01_23.png|_UCF11_basketball_v_shooting_07_v_shooting_07_01_24.png|_UCF11_basketball_v_shooting_07_v_shooting_07_01_25.png|_UCF11_basketball_v_shooting_07_v_shooting_07_01_26.png|_UCF11_basketball_v_shooting_07_v_shooting_07_01_27.png|_UCF11_basketball_v_shooting_07_v_shooting_07_01_28.png|_UCF11_basketball_v_shooting_07_v_shooting_07_01_29.png|,basketball
_UCF11_basketball_v_shooting_06_v_shooting_06_01_0.png|_UCF11_basketball_v_shooting_06_v_shooting_06_01_1.png|_UCF11_basketball_v_shooting_06_v_shooting_06_01_2.png|_UCF11_basketball_v_shooting_06_v_shooting_06_01_3.png|_UCF11_basketball_v_shooting_06_v_shooting_06_01_4.png|_UCF11_basketball_v_shooting_06_v_shooting_06_01_5.png|_UCF11_basketball_v_shooting_06_v_shooting_06_01_6.png|_UCF11_basketball_v_shooting_06_v_shooting_06_01_7.png|_UCF11_basketball_v_shooting_06_v_shooting_06_01_8.png|_UCF11_basketball_v_shooting_06_v_shooting_06_01_9.png|_UCF11_basketball_v_shooting_06_v_shooting_06_01_10.png|_UCF11_basketball_v_shooting_06_v_shooting_06_01_11.png|_UCF11_basketball_v_shooting_06_v_shooting_06_01_12.png|_UCF11_basketball_v_shooting_06_v_shooting_06_01_13.png|_UCF11_basketball_v_shooting_06_v_shooting_06_01_14.png|_UCF11_basketball_v_shooting_06_v_shooting_06_01_15.png|_UCF11_basketball_v_shooting_06_v_shooting_06_01_16.png|_UCF11_basketball_v_shooting_06_v_shooting_06_01_17.png|,basketball
_UCF11_basketball_v_shooting_04_v_shooting_04_01_0.png|_UCF11_basketball_v_shooting_04_v_shooting_04_01_1.png|_UCF11_basketball_v_shooting_04_v_shooting_04_01_2.png|_UCF11_basketball_v_shooting_04_v_shooting_04_01_3.png|_UCF11_basketball_v_shooting_04_v_shooting_04_01_4.png|_UCF11_basketball_v_shooting_04_v_shooting_04_01_5.png|_UCF11_basketball_v_shooting_04_v_shooting_04_01_6.png|_UCF11_basketball_v_shooting_04_v_shooting_04_01_7.png|_UCF11_basketball_v_shooting_04_v_shooting_04_01_8.png|_UCF11_basketball_v_shooting_04_v_shooting_04_01_9.png|_UCF11_basketball_v_shooting_04_v_shooting_04_01_10.png|_UCF11_basketball_v_shooting_04_v_shooting_04_01_11.png|_UCF11_basketball_v_shooting_04_v_shooting_04_01_12.png|_UCF11_basketball_v_shooting_04_v_shooting_04_01_13.png|,basketball
_UCF11_basketball_v_shooting_20_v_shooting_20_01_0.png|_UCF11_basketball_v_shooting_20_v_shooting_20_01_1.png|_UCF11_basketball_v_shooting_20_v_shooting_20_01_2.png|_UCF11_basketball_v_shooting_20_v_shooting_20_01_3.png|_UCF11_basketball_v_shooting_20_v_shooting_20_01_4.png|_UCF11_basketball_v_shooting_20_v_shooting_20_01_5.png|_UCF11_basketball_v_shooting_20_v_shooting_20_01_6.png|_UCF11_basketball_v_shooting_20_v_shooting_20_01_7.png|_UCF11_basketball_v_shooting_20_v_shooting_20_01_8.png|_UCF11_basketball_v_shooting_20_v_shooting_20_01_9.png|_UCF11_basketball_v_shooting_20_v_shooting_20_01_10.png|_UCF11_basketball_v_shooting_20_v_shooting_20_01_11.png|_UCF11_basketball_v_shooting_20_v_shooting_20_01_12.png|_UCF11_basketball_v_shooting_20_v_shooting_20_01_13.png|_UCF11_basketball_v_shooting_20_v_shooting_20_01_14.png|_UCF11_basketball_v_shooting_20_v_shooting_20_01_15.png|_UCF11_basketball_v_shooting_20_v_shooting_20_01_16.png|_UCF11_basketball_v_shooting_20_v_shooting_20_01_17.png|_UCF11_basketball_v_shooting_20_v_shooting_20_01_18.png|_UCF11_basketball_v_shooting_20_v_shooting_20_01_19.png|_UCF11_basketball_v_shooting_20_v_shooting_20_01_20.png|_UCF11_basketball_v_shooting_20_v_shooting_20_01_21.png|_UCF11_basketball_v_shooting_20_v_shooting_20_01_22.png|_UCF11_basketball_v_shooting_20_v_shooting_20_01_23.png|,basketball
